"id","team","year","tablename","value"
5739,"Baylor",2016,"Vs. Teams 26-50 Power Rating","19.2"
5740,"Wisconsin",2016,"Vs. Teams 26-50 Power Rating","18.5"
5741,"Virginia",2016,"Vs. Teams 26-50 Power Rating","17.3"
5742,"Iowa St",2016,"Vs. Teams 26-50 Power Rating","17.2"
5743,"Connecticut",2016,"Vs. Teams 26-50 Power Rating","16.2"
5744,"S Carolina",2016,"Vs. Teams 26-50 Power Rating","16.2"
5745,"Arizona",2016,"Vs. Teams 26-50 Power Rating","13.3"
5746,"Houston",2016,"Vs. Teams 26-50 Power Rating","13.0"
5747,"Gonzaga",2016,"Vs. Teams 26-50 Power Rating","12.7"
5748,"Texas A&M",2016,"Vs. Teams 26-50 Power Rating","12.1"
5749,"Duke",2016,"Vs. Teams 26-50 Power Rating","11.6"
5750,"St Marys",2016,"Vs. Teams 26-50 Power Rating","11.6"
5751,"Florida",2016,"Vs. Teams 26-50 Power Rating","11.5"
5752,"Lg Beach St",2016,"Vs. Teams 26-50 Power Rating","11.2"
5753,"Colorado",2016,"Vs. Teams 26-50 Power Rating","11.0"
5754,"Creighton",2016,"Vs. Teams 26-50 Power Rating","10.9"
5755,"Clemson",2016,"Vs. Teams 26-50 Power Rating","10.7"
5756,"BYU",2016,"Vs. Teams 26-50 Power Rating","10.2"
5757,"Alabama",2016,"Vs. Teams 26-50 Power Rating","10.1"
5758,"Northwestern",2016,"Vs. Teams 26-50 Power Rating","9.8"
5759,"Tennessee",2016,"Vs. Teams 26-50 Power Rating","9.2"
5760,"Texas Tech",2016,"Vs. Teams 26-50 Power Rating","8.8"
5761,"NC State",2016,"Vs. Teams 26-50 Power Rating","7.6"
5762,"Dayton",2016,"Vs. Teams 26-50 Power Rating","6.9"
5763,"Morehead St",2016,"Vs. Teams 26-50 Power Rating","6.8"
5764,"Samford",2016,"Vs. Teams 26-50 Power Rating","6.5"
5765,"Nebraska",2016,"Vs. Teams 26-50 Power Rating","6.2"
5766,"Grd Canyon",2016,"Vs. Teams 26-50 Power Rating","5.7"
5767,"Wagner",2016,"Vs. Teams 26-50 Power Rating","5.6"
5768,"Marquette",2016,"Vs. Teams 26-50 Power Rating","5.6"
5769,"Texas",2016,"Vs. Teams 26-50 Power Rating","5.4"
5770,"Duquesne",2016,"Vs. Teams 26-50 Power Rating","4.3"
5771,"Yale",2016,"Vs. Teams 26-50 Power Rating","2.4"
5772,"Illinois",2016,"Vs. Teams 26-50 Power Rating","1.8"
5773,"Oakland",2016,"Vs. Teams 26-50 Power Rating","1.2"
5774,"Akron",2016,"Vs. Teams 26-50 Power Rating","--"
5775,"Boise St",2016,"Vs. Teams 26-50 Power Rating","--"
5776,"S Dakota St",2016,"Vs. Teams 26-50 Power Rating","--"
5777,"UAB",2016,"Vs. Teams 26-50 Power Rating","--"
5778,"James Mad",2016,"Vs. Teams 26-50 Power Rating","--"
5779,"Nevada",2016,"Vs. Teams 26-50 Power Rating","--"
5780,"Col Charlestn",2016,"Vs. Teams 26-50 Power Rating","--"
5781,"Colorado St",2016,"Vs. Teams 26-50 Power Rating","--"
5782,"W Kentucky",2016,"Vs. Teams 26-50 Power Rating","--"
5783,"Drake",2016,"Vs. Teams 26-50 Power Rating","--"
5784,"Longwood",2016,"Vs. Teams 26-50 Power Rating","--"
5785,"Stetson",2016,"Vs. Teams 26-50 Power Rating","--"
5786,"Howard",2016,"Vs. Teams 26-50 Power Rating","--"
5787,"McNeese St",2016,"Vs. Teams 26-50 Power Rating","--"
5788,"Grambling St",2016,"Vs. Teams 26-50 Power Rating","--"
5789,"New Mexico",2016,"Vs. Teams 26-50 Power Rating","-6.4"
5790,"Montana St",2016,"Vs. Teams 26-50 Power Rating","-6.9"
5791,"Colgate",2016,"Vs. Teams 26-50 Power Rating","-7.1"
5792,"Vermont",2016,"Vs. Teams 26-50 Power Rating","-7.4"
5793,"Wash State",2016,"Vs. Teams 26-50 Power Rating","-9.3"
5794,"St Peters",2016,"Vs. Teams 26-50 Power Rating","-10.4"
5795,"Auburn",2016,"Vs. Teams 26-50 Power Rating","-11.0"
5796,"James Mad",2016,"Vs. Teams 51-100 Power Rating","22.3"
5797,"Samford",2016,"Vs. Teams 51-100 Power Rating","21.7"
5798,"Kansas",2016,"Vs. Teams 51-100 Power Rating","20.9"
5799,"N Carolina",2016,"Vs. Teams 51-100 Power Rating","20.7"
5800,"Akron",2016,"Vs. Teams 51-100 Power Rating","19.7"
5801,"Purdue",2016,"Vs. Teams 51-100 Power Rating","19.3"
5802,"Arizona",2016,"Vs. Teams 51-100 Power Rating","19.3"
5803,"St Marys",2016,"Vs. Teams 51-100 Power Rating","18.5"
5804,"Grd Canyon",2016,"Vs. Teams 51-100 Power Rating","18.1"
5805,"Duke",2016,"Vs. Teams 51-100 Power Rating","17.9"
5806,"Kentucky",2016,"Vs. Teams 51-100 Power Rating","16.7"
5807,"Baylor",2016,"Vs. Teams 51-100 Power Rating","16.6"
5808,"Oakland",2016,"Vs. Teams 51-100 Power Rating","16.6"
5809,"Texas A&M",2016,"Vs. Teams 51-100 Power Rating","16.5"
5810,"Iowa St",2016,"Vs. Teams 51-100 Power Rating","16.3"
5811,"Virginia",2016,"Vs. Teams 51-100 Power Rating","15.9"
5812,"Oregon",2016,"Vs. Teams 51-100 Power Rating","13.9"
5813,"Gonzaga",2016,"Vs. Teams 51-100 Power Rating","12.0"
5814,"Connecticut",2016,"Vs. Teams 51-100 Power Rating","11.8"
5815,"Col Charlestn",2016,"Vs. Teams 51-100 Power Rating","11.8"
5816,"Texas",2016,"Vs. Teams 51-100 Power Rating","11.4"
5817,"Houston",2016,"Vs. Teams 51-100 Power Rating","11.1"
5818,"Dayton",2016,"Vs. Teams 51-100 Power Rating","11.0"
5819,"Texas Tech",2016,"Vs. Teams 51-100 Power Rating","10.7"
5820,"Florida",2016,"Vs. Teams 51-100 Power Rating","9.8"
5821,"S Carolina",2016,"Vs. Teams 51-100 Power Rating","9.8"
5822,"BYU",2016,"Vs. Teams 51-100 Power Rating","9.3"
5823,"Northwestern",2016,"Vs. Teams 51-100 Power Rating","9.2"
5824,"NC State",2016,"Vs. Teams 51-100 Power Rating","9.2"
5825,"UAB",2016,"Vs. Teams 51-100 Power Rating","8.9"
5826,"Marquette",2016,"Vs. Teams 51-100 Power Rating","8.7"
5827,"Creighton",2016,"Vs. Teams 51-100 Power Rating","8.7"
5828,"W Kentucky",2016,"Vs. Teams 51-100 Power Rating","8.5"
5829,"Boise St",2016,"Vs. Teams 51-100 Power Rating","8.3"
5830,"Colorado",2016,"Vs. Teams 51-100 Power Rating","7.6"
5831,"Illinois",2016,"Vs. Teams 51-100 Power Rating","7.5"
5832,"Alabama",2016,"Vs. Teams 51-100 Power Rating","6.9"
5833,"Wisconsin",2016,"Vs. Teams 51-100 Power Rating","6.7"
5834,"Colorado St",2016,"Vs. Teams 51-100 Power Rating","6.3"
5835,"Lg Beach St",2016,"Vs. Teams 51-100 Power Rating","5.9"
5836,"Morehead St",2016,"Vs. Teams 51-100 Power Rating","5.0"
5837,"New Mexico",2016,"Vs. Teams 51-100 Power Rating","4.9"
5838,"Yale",2016,"Vs. Teams 51-100 Power Rating","4.4"
5839,"Nebraska",2016,"Vs. Teams 51-100 Power Rating","4.4"
5840,"Vermont",2016,"Vs. Teams 51-100 Power Rating","3.8"
5841,"San Diego St",2016,"Vs. Teams 51-100 Power Rating","3.1"
5842,"Clemson",2016,"Vs. Teams 51-100 Power Rating","1.6"
5843,"S Dakota St",2016,"Vs. Teams 51-100 Power Rating","1.1"
5844,"Tennessee",2016,"Vs. Teams 51-100 Power Rating","0.9"
5845,"Nevada",2016,"Vs. Teams 51-100 Power Rating","0.3"
5846,"Colgate",2016,"Vs. Teams 51-100 Power Rating","--"
5847,"St Peters",2016,"Vs. Teams 51-100 Power Rating","-0.7"
5848,"Montana St",2016,"Vs. Teams 51-100 Power Rating","-0.9"
5849,"Duquesne",2016,"Vs. Teams 51-100 Power Rating","-2.3"
5850,"Auburn",2016,"Vs. Teams 51-100 Power Rating","-2.6"
5851,"Wash State",2016,"Vs. Teams 51-100 Power Rating","-3.9"
5852,"McNeese St",2016,"Vs. Teams 51-100 Power Rating","-5.7"
5853,"Longwood",2016,"Vs. Teams 51-100 Power Rating","-7.6"
5854,"Stetson",2016,"Vs. Teams 51-100 Power Rating","-8.6"
5855,"Wagner",2016,"Vs. Teams 51-100 Power Rating","-8.7"
5856,"Drake",2016,"Vs. Teams 51-100 Power Rating","-11.8"
5857,"Grambling St",2016,"Vs. Teams 51-100 Power Rating","-20.8"
5858,"Howard",2016,"Vs. Teams 51-100 Power Rating","-24.9"
5859,"Gonzaga",2017,"Predictive Power Rating","22.8"
5860,"N Carolina",2017,"Predictive Power Rating","21.8"
5861,"Kentucky",2017,"Predictive Power Rating","20.6"
5862,"Duke",2017,"Predictive Power Rating","20.1"
5863,"Kansas",2017,"Predictive Power Rating","20.1"
5864,"Virginia",2017,"Predictive Power Rating","19.3"
5865,"Florida",2017,"Predictive Power Rating","19.1"
5866,"Oregon",2017,"Predictive Power Rating","18.2"
5867,"Purdue",2017,"Predictive Power Rating","18.1"
5868,"Wisconsin",2017,"Predictive Power Rating","17.2"
5869,"Baylor",2017,"Predictive Power Rating","17.0"
5870,"Iowa St",2017,"Predictive Power Rating","16.6"
5871,"Arizona",2017,"Predictive Power Rating","16.3"
5872,"St Marys",2017,"Predictive Power Rating","15.8"
5873,"Creighton",2017,"Predictive Power Rating","15.0"
5874,"Marquette",2017,"Predictive Power Rating","13.3"
5875,"Clemson",2017,"Predictive Power Rating","12.0"
5876,"S Carolina",2017,"Predictive Power Rating","11.7"
5877,"Dayton",2017,"Predictive Power Rating","11.5"
5878,"Texas Tech",2017,"Predictive Power Rating","11.2"
5879,"Northwestern",2017,"Predictive Power Rating","10.9"
5880,"Houston",2017,"Predictive Power Rating","10.1"
5881,"Nevada",2017,"Predictive Power Rating","9.8"
5882,"Alabama",2017,"Predictive Power Rating","9.3"
5883,"Texas",2017,"Predictive Power Rating","8.8"
5884,"Texas A&M",2017,"Predictive Power Rating","8.7"
5885,"BYU",2017,"Predictive Power Rating","7.9"
5886,"Colorado",2017,"Predictive Power Rating","7.7"
5887,"Tennessee",2017,"Predictive Power Rating","7.6"
5888,"Illinois",2017,"Predictive Power Rating","7.5"
5889,"Vermont",2017,"Predictive Power Rating","7.5"
5890,"San Diego St",2017,"Predictive Power Rating","6.9"
5891,"Connecticut",2017,"Predictive Power Rating","6.9"
5892,"Auburn",2017,"Predictive Power Rating","6.0"
5893,"NC State",2017,"Predictive Power Rating","5.7"
5894,"Col Charlestn",2017,"Predictive Power Rating","4.9"
5895,"Akron",2017,"Predictive Power Rating","4.9"
5896,"Boise St",2017,"Predictive Power Rating","4.5"
5897,"Nebraska",2017,"Predictive Power Rating","4.4"
5898,"Colorado St",2017,"Predictive Power Rating","4.3"
5899,"Oakland",2017,"Predictive Power Rating","4.0"
5900,"New Mexico",2017,"Predictive Power Rating","3.0"
5901,"St Peters",2017,"Predictive Power Rating","2.5"
5902,"Yale",2017,"Predictive Power Rating","2.2"
5903,"UAB",2017,"Predictive Power Rating","0.3"
5904,"Grd Canyon",2017,"Predictive Power Rating","0.0"
5905,"S Dakota St",2017,"Predictive Power Rating","-0.5"
5906,"Samford",2017,"Predictive Power Rating","-1.5"
5907,"Morehead St",2017,"Predictive Power Rating","-1.5"
5908,"Wash State",2017,"Predictive Power Rating","-1.5"
5909,"James Mad",2017,"Predictive Power Rating","-2.5"
5910,"Lg Beach St",2017,"Predictive Power Rating","-2.7"
5911,"W Kentucky",2017,"Predictive Power Rating","-3.1"
5912,"Duquesne",2017,"Predictive Power Rating","-3.5"
5913,"Wagner",2017,"Predictive Power Rating","-4.6"
5914,"Montana St",2017,"Predictive Power Rating","-4.7"
5915,"Drake",2017,"Predictive Power Rating","-5.5"
5916,"Colgate",2017,"Predictive Power Rating","-6.5"
5917,"Stetson",2017,"Predictive Power Rating","-10.2"
5918,"Grambling St",2017,"Predictive Power Rating","-12.3"
5919,"McNeese St",2017,"Predictive Power Rating","-12.9"
5920,"Howard",2017,"Predictive Power Rating","-13.3"
5921,"Longwood",2017,"Predictive Power Rating","-16.9"
5922,"Duke",2017,"Strength of Schedule Power Rating","12.9"
5923,"Virginia",2017,"Strength of Schedule Power Rating","12.2"
5924,"N Carolina",2017,"Strength of Schedule Power Rating","12.2"
5925,"Kansas",2017,"Strength of Schedule Power Rating","12.1"
5926,"Iowa St",2017,"Strength of Schedule Power Rating","12.1"
5927,"Baylor",2017,"Strength of Schedule Power Rating","11.4"
5928,"Florida",2017,"Strength of Schedule Power Rating","10.9"
5929,"Kentucky",2017,"Strength of Schedule Power Rating","10.3"
5930,"Texas",2017,"Strength of Schedule Power Rating","10.0"
5931,"Wisconsin",2017,"Strength of Schedule Power Rating","9.9"
5932,"Clemson",2017,"Strength of Schedule Power Rating","9.9"
5933,"Purdue",2017,"Strength of Schedule Power Rating","9.6"
5934,"Creighton",2017,"Strength of Schedule Power Rating","9.1"
5935,"Marquette",2017,"Strength of Schedule Power Rating","9.0"
5936,"Arizona",2017,"Strength of Schedule Power Rating","8.5"
5937,"Texas Tech",2017,"Strength of Schedule Power Rating","8.2"
5938,"Oregon",2017,"Strength of Schedule Power Rating","8.1"
5939,"Northwestern",2017,"Strength of Schedule Power Rating","7.7"
5940,"Nebraska",2017,"Strength of Schedule Power Rating","7.5"
5941,"Tennessee",2017,"Strength of Schedule Power Rating","7.5"
5942,"Gonzaga",2017,"Strength of Schedule Power Rating","7.4"
5943,"S Carolina",2017,"Strength of Schedule Power Rating","7.1"
5944,"Illinois",2017,"Strength of Schedule Power Rating","7.1"
5945,"Texas A&M",2017,"Strength of Schedule Power Rating","6.9"
5946,"Alabama",2017,"Strength of Schedule Power Rating","6.6"
5947,"NC State",2017,"Strength of Schedule Power Rating","6.4"
5948,"Auburn",2017,"Strength of Schedule Power Rating","5.5"
5949,"Connecticut",2017,"Strength of Schedule Power Rating","5.5"
5950,"St Marys",2017,"Strength of Schedule Power Rating","5.1"
5951,"Colorado",2017,"Strength of Schedule Power Rating","5.1"
5952,"Houston",2017,"Strength of Schedule Power Rating","4.4"
5953,"Dayton",2017,"Strength of Schedule Power Rating","4.2"
5954,"Wash State",2017,"Strength of Schedule Power Rating","2.6"
5955,"BYU",2017,"Strength of Schedule Power Rating","2.4"
5956,"Nevada",2017,"Strength of Schedule Power Rating","2.2"
5957,"Boise St",2017,"Strength of Schedule Power Rating","2.1"
5958,"New Mexico",2017,"Strength of Schedule Power Rating","2.0"
5959,"San Diego St",2017,"Strength of Schedule Power Rating","1.9"
5960,"Colorado St",2017,"Strength of Schedule Power Rating","1.4"
5961,"Col Charlestn",2017,"Strength of Schedule Power Rating","1.1"
5962,"Akron",2017,"Strength of Schedule Power Rating","-0.1"
5963,"Yale",2017,"Strength of Schedule Power Rating","-0.4"
5964,"Vermont",2017,"Strength of Schedule Power Rating","-0.7"
5965,"James Mad",2017,"Strength of Schedule Power Rating","-0.8"
5966,"S Dakota St",2017,"Strength of Schedule Power Rating","-1.1"
5967,"Duquesne",2017,"Strength of Schedule Power Rating","-1.2"
5968,"UAB",2017,"Strength of Schedule Power Rating","-1.2"
5969,"St Peters",2017,"Strength of Schedule Power Rating","-1.3"
5970,"Drake",2017,"Strength of Schedule Power Rating","-1.5"
5971,"Lg Beach St",2017,"Strength of Schedule Power Rating","-1.6"
5972,"Morehead St",2017,"Strength of Schedule Power Rating","-1.8"
5973,"W Kentucky",2017,"Strength of Schedule Power Rating","-2.1"
5974,"Oakland",2017,"Strength of Schedule Power Rating","-2.5"
5975,"Samford",2017,"Strength of Schedule Power Rating","-2.8"
5976,"Colgate",2017,"Strength of Schedule Power Rating","-3.6"
5977,"Grd Canyon",2017,"Strength of Schedule Power Rating","-4.0"
5978,"Montana St",2017,"Strength of Schedule Power Rating","-5.2"
5979,"Stetson",2017,"Strength of Schedule Power Rating","-6.2"
5980,"Wagner",2017,"Strength of Schedule Power Rating","-6.5"
5981,"McNeese St",2017,"Strength of Schedule Power Rating","-7.5"
5982,"Longwood",2017,"Strength of Schedule Power Rating","-8.9"
5983,"Howard",2017,"Strength of Schedule Power Rating","-9.4"
5984,"Grambling St",2017,"Strength of Schedule Power Rating","-11.0"
5985,"Gonzaga",2017,"Last 5 Games Power Rating","23.6"
5986,"N Carolina",2017,"Last 5 Games Power Rating","23.0"
5987,"Duke",2017,"Last 5 Games Power Rating","22.9"
5988,"Iowa St",2017,"Last 5 Games Power Rating","21.7"
5989,"Virginia",2017,"Last 5 Games Power Rating","21.0"
5990,"Arizona",2017,"Last 5 Games Power Rating","20.3"
5991,"St Marys",2017,"Last 5 Games Power Rating","19.5"
5992,"Wisconsin",2017,"Last 5 Games Power Rating","18.9"
5993,"Kansas",2017,"Last 5 Games Power Rating","18.9"
5994,"Kentucky",2017,"Last 5 Games Power Rating","18.6"
5995,"Oregon",2017,"Last 5 Games Power Rating","18.2"
5996,"Baylor",2017,"Last 5 Games Power Rating","16.8"
5997,"Alabama",2017,"Last 5 Games Power Rating","16.7"
5998,"Marquette",2017,"Last 5 Games Power Rating","16.6"
5999,"Vermont",2017,"Last 5 Games Power Rating","14.8"
6000,"Florida",2017,"Last 5 Games Power Rating","14.4"
6001,"Nevada",2017,"Last 5 Games Power Rating","14.2"
6002,"Purdue",2017,"Last 5 Games Power Rating","14.2"
6003,"Creighton",2017,"Last 5 Games Power Rating","13.8"
6004,"Clemson",2017,"Last 5 Games Power Rating","11.8"
6005,"Illinois",2017,"Last 5 Games Power Rating","11.2"
6006,"Northwestern",2017,"Last 5 Games Power Rating","11.1"
6007,"S Carolina",2017,"Last 5 Games Power Rating","10.0"
6008,"Colorado",2017,"Last 5 Games Power Rating","9.6"
6009,"S Dakota St",2017,"Last 5 Games Power Rating","9.3"
6010,"Texas",2017,"Last 5 Games Power Rating","8.8"
6011,"Dayton",2017,"Last 5 Games Power Rating","8.7"
6012,"BYU",2017,"Last 5 Games Power Rating","8.2"
6013,"Auburn",2017,"Last 5 Games Power Rating","7.8"
6014,"Colorado St",2017,"Last 5 Games Power Rating","7.7"
6015,"Oakland",2017,"Last 5 Games Power Rating","7.5"
6016,"Houston",2017,"Last 5 Games Power Rating","7.1"
6017,"San Diego St",2017,"Last 5 Games Power Rating","6.7"
6018,"Texas A&M",2017,"Last 5 Games Power Rating","6.3"
6019,"Texas Tech",2017,"Last 5 Games Power Rating","6.0"
6020,"St Peters",2017,"Last 5 Games Power Rating","5.9"
6021,"NC State",2017,"Last 5 Games Power Rating","4.8"
6022,"Yale",2017,"Last 5 Games Power Rating","4.7"
6023,"Connecticut",2017,"Last 5 Games Power Rating","4.3"
6024,"Wash State",2017,"Last 5 Games Power Rating","4.2"
6025,"Grd Canyon",2017,"Last 5 Games Power Rating","4.2"
6026,"Akron",2017,"Last 5 Games Power Rating","4.1"
6027,"Col Charlestn",2017,"Last 5 Games Power Rating","3.6"
6028,"Boise St",2017,"Last 5 Games Power Rating","2.5"
6029,"James Mad",2017,"Last 5 Games Power Rating","-0.5"
6030,"Tennessee",2017,"Last 5 Games Power Rating","-0.9"
6031,"New Mexico",2017,"Last 5 Games Power Rating","-2.8"
6032,"Samford",2017,"Last 5 Games Power Rating","-3.3"
6033,"Lg Beach St",2017,"Last 5 Games Power Rating","-3.5"
6034,"UAB",2017,"Last 5 Games Power Rating","-4.1"
6035,"Montana St",2017,"Last 5 Games Power Rating","-4.5"
6036,"W Kentucky",2017,"Last 5 Games Power Rating","-5.1"
6037,"Duquesne",2017,"Last 5 Games Power Rating","-5.2"
6038,"Colgate",2017,"Last 5 Games Power Rating","-6.0"
6039,"Stetson",2017,"Last 5 Games Power Rating","-7.0"
6040,"Nebraska",2017,"Last 5 Games Power Rating","-7.0"
6041,"Grambling St",2017,"Last 5 Games Power Rating","-7.2"
6042,"Wagner",2017,"Last 5 Games Power Rating","-7.5"
6043,"Morehead St",2017,"Last 5 Games Power Rating","-8.3"
6044,"Drake",2017,"Last 5 Games Power Rating","-11.0"
6045,"McNeese St",2017,"Last 5 Games Power Rating","-12.8"
6046,"Howard",2017,"Last 5 Games Power Rating","-13.7"
6047,"Longwood",2017,"Last 5 Games Power Rating","-16.0"
6048,"Gonzaga",2017,"Last 10 Games Power Rating","26.0"
6049,"N Carolina",2017,"Last 10 Games Power Rating","24.9"
6050,"Oregon",2017,"Last 10 Games Power Rating","20.8"
6051,"Iowa St",2017,"Last 10 Games Power Rating","20.6"
6052,"Duke",2017,"Last 10 Games Power Rating","20.4"
6053,"St Marys",2017,"Last 10 Games Power Rating","20.0"
6054,"Florida",2017,"Last 10 Games Power Rating","19.2"
6055,"Kansas",2017,"Last 10 Games Power Rating","18.3"
6056,"Kentucky",2017,"Last 10 Games Power Rating","17.9"
6057,"Purdue",2017,"Last 10 Games Power Rating","17.8"
6058,"Arizona",2017,"Last 10 Games Power Rating","17.5"
6059,"Virginia",2017,"Last 10 Games Power Rating","16.1"
6060,"Baylor",2017,"Last 10 Games Power Rating","15.9"
6061,"Creighton",2017,"Last 10 Games Power Rating","15.1"
6062,"Nevada",2017,"Last 10 Games Power Rating","13.8"
6063,"Wisconsin",2017,"Last 10 Games Power Rating","13.8"
6064,"Clemson",2017,"Last 10 Games Power Rating","13.4"
6065,"Marquette",2017,"Last 10 Games Power Rating","12.9"
6066,"Alabama",2017,"Last 10 Games Power Rating","12.1"
6067,"Dayton",2017,"Last 10 Games Power Rating","11.8"
6068,"Houston",2017,"Last 10 Games Power Rating","11.5"
6069,"Vermont",2017,"Last 10 Games Power Rating","10.9"
6070,"Texas Tech",2017,"Last 10 Games Power Rating","10.6"
6071,"Colorado St",2017,"Last 10 Games Power Rating","10.2"
6072,"Northwestern",2017,"Last 10 Games Power Rating","9.4"
6073,"Colorado",2017,"Last 10 Games Power Rating","9.3"
6074,"Texas A&M",2017,"Last 10 Games Power Rating","9.1"
6075,"Texas",2017,"Last 10 Games Power Rating","8.7"
6076,"St Peters",2017,"Last 10 Games Power Rating","8.5"
6077,"Illinois",2017,"Last 10 Games Power Rating","8.1"
6078,"S Carolina",2017,"Last 10 Games Power Rating","7.7"
6079,"San Diego St",2017,"Last 10 Games Power Rating","6.7"
6080,"Oakland",2017,"Last 10 Games Power Rating","6.5"
6081,"S Dakota St",2017,"Last 10 Games Power Rating","6.4"
6082,"Connecticut",2017,"Last 10 Games Power Rating","6.2"
6083,"BYU",2017,"Last 10 Games Power Rating","6.0"
6084,"Auburn",2017,"Last 10 Games Power Rating","5.9"
